(same, 0.136112899824)
(same, 0.136199014121)
(same, 0.136105636331)
(same, 0.136003947429)
(same, 0.136066874421)
(same, 0.136183020468)
(same, 0.136073509343)
(same, 0.136014004573)
(same, 0.136254258572)
(same, 0.136010582351)
(same, 0.136035376004)
(same, 0.136082588709)
(same, 0.136116461729)
(same, 0.136268156986)
(same, 0.136082518868)
(same, 0.136107382363)
(same, 0.13612854427)
(same, 0.136055699817)
(same, 0.136066944262)
(same, 0.136105147442)
(same, 0.136055210928)
(same, 0.136171496657)
(same, 0.136041591878)
(same, 0.135932010912)
(same, 0.135998360127)
(same, 0.13607553474)
(same, 0.136080423629)
(same, 0.13611981411)
(same, 0.136055979182)
(same, 0.136132106176)
(same, 0.136045153784)
(same, 0.136010442668)
(same, 0.136074556962)
(same, 0.136132455382)
(same, 0.136088315694)
(same, 0.135989699808)
(same, 0.13613182681)
(same, 0.135686379135)
(same, 0.136064918865)
(same, 0.136060029976)
(same, 0.136098163314)
(same, 0.136174569673)
(same, 0.136132734747)
(same, 0.136083426804)
(same, 0.136147960146)
(same, 0.136068131564)
(same, 0.136117090301)
(same, 0.13604662045)
(same, 0.136119674428)
(same, 0.136058214103)
(same, 0.136061007754)
(same, 0.136137623637)
(same, 0.13602364267)
(same, 0.136237706189)
(same, 0.136050671245)
(same, 0.13602203632)
(same, 0.136083287122)
(same, 0.135994868063)
(same, 0.136170239514)
(same, 0.136275560162)
(same, 0.136055769658)
(same, 0.13600234108)
(same, 0.136068271247)
(same, 0.136178480785)
(same, 0.136034468068)
(same, 0.136081331566)
(same, 0.136161229989)
(same, 0.136016868066)
(same, 0.136186722055)
(same, 0.1359641379)
(same, 0.136131477604)
(same, 0.136079445851)
(same, 0.136050112514)
(same, 0.135986207744)
(same, 0.136112410935)
(same, 0.135996683936)
(same, 0.13610451887)
(same, 0.1360482268)
(same, 0.136015541081)
(same, 0.136026156956)
(same, 0.13602692521)
(same, 0.136020569653)
(same, 0.136105776013)
(same, 0.136041242672)
