(same, 0.047965733075)
(same, 0.0480093140329)
(same, 0.0479630791064)
(same, 0.0479796314895)
(same, 0.0479914346656)
(same, 0.048220583901)
(same, 0.0480510791176)
(same, 0.0479978600632)
(same, 0.0480324314962)
(same, 0.0479977203807)
(same, 0.0489790601878)
(same, 0.0481395680177)
(same, 0.0479562346611)
(same, 0.0488425903292)
(same, 0.0479658727576)
(same, 0.0480385076874)
(same, 0.0481503934159)
(same, 0.0481662473862)
(same, 0.0480397648304)
(same, 0.0479883616493)
(same, 0.0483285585179)
(same, 0.0479609838681)
(same, 0.0481575870676)
(same, 0.0481598918298)
(same, 0.0480188124468)
(same, 0.0480477965775)
(same, 0.0479858473633)
(same, 0.0482147870749)
(same, 0.047966990218)
(same, 0.0480601584838)
(same, 0.0481472505584)
(same, 0.0481568886548)
(same, 0.0480167172085)
(same, 0.0481220378568)
(same, 0.0480244695904)
(same, 0.0481318854771)
(same, 0.0480641394367)
(same, 0.0480756632477)
(same, 0.0479913648243)
(same, 0.0480500314984)
(same, 0.0481057648388)
(same, 0.0481490664316)
(same, 0.0480671426117)
(same, 0.0480713330884)
(same, 0.0481193140469)
(same, 0.0479940187929)
(same, 0.0480750346762)
(same, 0.0487420887292)
(same, 0.0480701457867)
(same, 0.0480156695893)
(same, 0.0494504888191)
(same, 0.0480107806998)
(same, 0.0480628822937)
(same, 0.0480944505517)
(same, 0.0480225838759)
(same, 0.0481107235696)
(same, 0.0481179172213)
(same, 0.0480139235573)
(same, 0.0481256696033)
(same, 0.0480704251518)
(same, 0.0481047870609)
(same, 0.0481089775376)
(same, 0.0479952759359)
(same, 0.0487957268312)
(same, 0.0480417203863)
(same, 0.0481116315062)
(same, 0.0480888632494)
(same, 0.0480280314956)
(same, 0.0480396949892)
(same, 0.0481728124664)
(same, 0.0480655362623)
(same, 0.0481430600817)
(same, 0.0480269140352)
(same, 0.0489947744755)
(same, 0.0481770727844)
(same, 0.048114075951)
(same, 0.0482138791383)
(same, 0.0480644188018)
(same, 0.0485397585447)
(same, 0.0481239235713)
(same, 0.0480835553122)
(same, 0.0481312569056)
(same, 0.0481409648433)
(same, 0.0480868378523)
(same, 0.0480857203918)
(same, 0.0481280442067)
(same, 0.0480493330856)
(same, 0.0481387997637)
(same, 0.0481082791249)
(same, 0.0480863489633)
(same, 0.0480490537205)
(same, 0.048090260075)
(same, 0.0480930537261)
(same, 0.0481597521473)
(same, 0.0481278346829)
(same, 0.0479427552943)
(same, 0.0481504632572)
(same, 0.0480704949931)
(same, 0.0480063108579)
(same, 0.0491079871883)
(same, 0.0481976061203)
(same, 0.0481691108786)
(same, 0.0480522664193)
(same, 0.0480771997558)
(same, 0.0480871172174)
(same, 0.0480359934014)
(same, 0.0480462600694)
(same, 0.047993041015)
(same, 0.0479553965658)
(same, 0.0479869648237)
(same, 0.0479669203768)
(same, 0.0479754410128)
(same, 0.0481811934198)
(same, 0.0481616378618)
(same, 0.047984520379)
(same, 0.0480699362628)
(same, 0.0481361457951)
(same, 0.0481060442039)
(same, 0.0479898981574)
(same, 0.0480644886431)
(same, 0.0481205711899)
(same, 0.0482131108842)
(same, 0.0481696696088)
(same, 0.0480549902292)
(same, 0.0480614854681)
(same, 0.0480460505455)
(same, 0.04801734578)
(same, 0.0480972442028)
(same, 0.0486934791992)
(same, 0.0480568061025)
(same, 0.0480377394334)
(same, 0.0480557584833)
(same, 0.0479922029196)
(same, 0.0480450029263)
